query_text,program_text
demonstrate figure of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> ShowInfo prev
illustrate figure of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> ShowInfo prev
show the content of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
display the content of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
demonstrate content of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
illustrate content of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
show the content of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
display the content of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
demonstrate content of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
illustrate content of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr content prev <nxt> ShowInfo prev
show the order of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr order prev <nxt> ShowInfo prev
display the order of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr order prev <nxt> ShowInfo prev
demonstrate order of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr order prev <nxt> ShowInfo prev
illustrate order of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> Unique prev <nxt> QueryAttr order prev <nxt> ShowInfo prev
show the summary for this task,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> ShowInfo prev
display the summary for this task,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> ShowInfo prev
demonstrate summary for this task,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> ShowInfo prev
illustrate summary for this task,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> ShowInfo prev
show the summary for this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> ShowInfo prev
display the summary for this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> ShowInfo prev
demonstrate summary for this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> ShowInfo prev
illustrate summary for this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> ShowInfo prev
show the summary for this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> ShowInfo prev
display the summary for this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> ShowInfo prev
demonstrate summary for this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> ShowInfo prev
illustrate summary for this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> ShowInfo prev
execute this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
show execution of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
run this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
run execution of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
perform execution of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
play execution of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
present execution of this subtask,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterType actions prev <nxt> ExecuteType subtasks prev
execute this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
show execution of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
run this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
run execution of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
perform execution of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
play execution of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
present execution of this instruction,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> ExecuteType instructions prev
detach <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
detach <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
detach <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
remove <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
remove <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
remove <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disconnect <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disconnect <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disconnect <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
uninstall <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
uninstall <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
uninstall <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disassemble <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disassemble <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
disassemble <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
isolate <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
isolate <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
isolate <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
separate <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
separate <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
separate <NUMBER> <NUMBER> <NUMBER> from <NUMBER>,ExtractNumbers Query <nxt> CreateActions detach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Detach prev val_1
attach <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
attach <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
install <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
install <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
connect <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
connect <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
put <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
put <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
position <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
position <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
locate <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
locate <NUMBER> <NUMBER> to <NUMBER>,ExtractNumbers Query <nxt> CreateActions attach Yes prev <nxt> SaveVal2Var prev var_1 <nxt> FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> FilterType instructions prev <nxt> FilterAttr order current_instruction_order prev <nxt> FilterType actions prev <nxt> CheckActionsValidity val_1 prev <nxt> Attach prev val_1
show the left side of this figure,FilterType tasks root <nxt> FilterAttr task_id current_task_id prev <nxt> FilterType subtasks prev <nxt> FilterAttr subtask_id current_subtask_id prev <nxt> Unique prev <nxt> QueryAttr figure prev <nxt> Filter3DAttr name prev root3D <nxt> Unique prev <nxt> ShowSide left prev
